"index","Genus","SpecificEpithet","InfraspecificRank","InfraspecificName","Authority","InfraspecificAuthority","AuthorityCorrected","Cultivar","OriginalName","TaxonNameAuthorCV","TaxonNameAuthor","TaxonNameCV","TaxonName","Code_No","Num","Family","EndangeredSpecies","RarePlants","ExoticPlants","KoreanEndemicPlants","ClimateSensitiveBiologicalIndicatorSpecies","KoreanRedListOfThreatenedSpecies","BiologicalResourcesSubjectToTheApprovalOfOutboundTransfer","FloristicTargetSpecies","PlantsAdaptableToClimateChange","Native_NABI","Cultivated_NABI","Naturalized_NABI"
771,"Amorphophallus","rivieri","","","Durieu ex Carriere","","Durieu ex Carriere","","Amorphophallus rivieri Durieu ex Carriere","Amorphophallus rivieri Durieu ex Carriere","Amorphophallus rivieri Durieu ex Carriere","Amorphophallus rivieri","Amorphophallus rivieri",1059,4239,"Araceae","","","PIP (CAP)","","","","","","","",1,""
772,"Anthurium","andraeanum","","","Linden","","Linden","","Anthurium andraeanum Linden","Anthurium andraeanum Linden","Anthurium andraeanum Linden","Anthurium andraeanum","Anthurium andraeanum",1280,4240,"Araceae","","","","","","","","","","",1,""
773,"Colocasia","esculenta","","","(L.) Schott","","(L.) Schott","","Colocasia esculenta (L.) Schott","Colocasia esculenta (L.) Schott","Colocasia esculenta (L.) Schott","Colocasia esculenta","Colocasia esculenta",4549,4254,"Araceae","","","","","","","","","","",1,""
774,"Monstera","deliciosa","","","Liebm.","","Liebm.","","Monstera deliciosa Liebm.","Monstera deliciosa Liebm.","Monstera deliciosa Liebm.","Monstera deliciosa","Monstera deliciosa",11556,4256,"Araceae","","","","","","","","","","",1,""
775,"Pistia","stratiotes","","","L.","","L.","","Pistia stratiotes L.","Pistia stratiotes L.","Pistia stratiotes L.","Pistia stratiotes","Pistia stratiotes",13131,4260,"Araceae","","","IAP (CAP)","","","","","","","",1,"1"
776,"Wolffia","arrhiza","","","(L.) Horkel ex Wimm.","","(L.) Horkel ex Wimm.","","Wolffia arrhiza (L.) Horkel ex Wimm.","Wolffia arrhiza (L.) Horkel ex Wimm.","Wolffia arrhiza (L.) Horkel ex Wimm.","Wolffia arrhiza","Wolffia arrhiza",17703,4265,"Araceae","","","PIP (CAP)","","","","","","","1",1,""
777,"Zantedeschia","aethiopica","","","(L.) Spreng.","","(L.) Spreng.","","Zantedeschia aethiopica (L.) Spreng.","Zantedeschia aethiopica (L.) Spreng.","Zantedeschia aethiopica (L.) Spreng.","Zantedeschia aethiopica","Zantedeschia aethiopica",17791,4266,"Araceae","","","","","","","","","","",1,""
778,"Zantedeschia","elliottiana","","","(H.Knight) Engl.","","(H.Knight) Engl.","","Zantedeschia elliottiana (H. Knight) Engl.","Zantedeschia elliottiana (H.Knight) Engl.","Zantedeschia elliottiana (H.Knight) Engl.","Zantedeschia elliottiana","Zantedeschia elliottiana",17792,4267,"Araceae","","","","","","","","","","",1,""
779,"Zantedeschia","rehmannii","","","Engl.","","Engl.","","Zantedeschia rehmannii Engl.","Zantedeschia rehmannii Engl.","Zantedeschia rehmannii Engl.","Zantedeschia rehmannii","Zantedeschia rehmannii",17794,4268,"Araceae","","","","","","","","","","",1,""
780,"Butomus","umbellatus","","","L.","","L.","","Butomus umbellatus L.","Butomus umbellatus L.","Butomus umbellatus L.","Butomus umbellatus","Butomus umbellatus",2521,4269,"Butomaceae","","","PIP (CAP)","","","","","","","",1,""
781,"Dioscorea","alata","","","L.","","L.","","Dioscorea alata L.","Dioscorea alata L.","Dioscorea alata L.","Dioscorea alata","Dioscorea alata",5782,4323,"Dioscoreaceae","","","","","","","","","","",1,""
782,"Dioscorea","bulbifera","","","L.","","L.","","Dioscorea bulbifera L.","Dioscorea bulbifera L.","Dioscorea bulbifera L.","Dioscorea bulbifera","Dioscorea bulbifera",5784,4324,"Dioscoreaceae","","","","","","","","","","",1,""
783,"Fritillaria","aurea","","","Schott","","Schott","","Fritillaria aurea Schott","Fritillaria aurea Schott","Fritillaria aurea Schott","Fritillaria aurea","Fritillaria aurea",7138,4346,"Liliaceae","","","","","","","","","","",1,""
784,"Fritillaria","camschatcensis","","","(L.) Ker Gawl.","","(L.) Ker Gawl.","","Fritillaria camschatcensis (L.) Ker Gawl.","Fritillaria camschatcensis (L.) Ker Gawl.","Fritillaria camschatcensis (L.) Ker Gawl.","Fritillaria camschatcensis","Fritillaria camschatcensis",7140,4347,"Liliaceae","","","","","","","","","","",1,""
785,"Fritillaria","verticillata","var.","thunbergii","Willd.","(Miq.) Baker","(Miq.) Baker","","Fritillaria verticillata Willd. var. thunbergii (Miq.) Baker","Fritillaria verticillata var. thunbergii (Miq.) Baker","Fritillaria verticillata var. thunbergii (Miq.) Baker","Fritillaria verticillata var. thunbergii","Fritillaria verticillata var. thunbergii",7160,4349,"Liliaceae","","","","","","","","","","",1,""
786,"Lilium","lancifolium","var.","flaviflorum","Thunb.","Makino","Makino","","Lilium lancifolium Thunb. var. flaviflorum Makino","Lilium lancifolium var. flaviflorum Makino","Lilium lancifolium var. flaviflorum Makino","Lilium lancifolium var. flaviflorum","Lilium lancifolium var. flaviflorum",10422,4365,"Liliaceae","","","","","","","","","","",1,""
787,"Lilium","longiflorum","","","Thunb.","","Thunb.","","Lilium longiflorum Thunb.","Lilium longiflorum Thunb.","Lilium longiflorum Thunb.","Lilium longiflorum","Lilium longiflorum",10428,4367,"Liliaceae","","","","","","","","","","",1,""
788,"Tulipa","gesneriana","","","L.","","L.","","Tulipa gesneriana L.","Tulipa gesneriana L.","Tulipa gesneriana L.","Tulipa gesneriana","Tulipa gesneriana",17055,4381,"Liliaceae","","","","","","","","","","",1,""
789,"Allium","cepa","","","L.","","L.","","Allium cepa L.","Allium cepa L.","Allium cepa L.","Allium cepa","Allium cepa",838,4413,"Amaryllidaceae","","","","","","","","","","",1,""
790,"Allium","chinense","","","G.Don","","G.Don","","Allium chinense G. Don","Allium chinense G.Don","Allium chinense G.Don","Allium chinense","Allium chinense",841,4414,"Amaryllidaceae","","","","","","","","","","",1,""
791,"Allium","fistulosum","","","L.","","L.","","Allium fistulosum L.","Allium fistulosum L.","Allium fistulosum L.","Allium fistulosum","Allium fistulosum",848,4417,"Amaryllidaceae","","","","","","","","","","",1,""
792,"Allium","macrostemon","","","Bunge","","Bunge","","Allium macrostemon Bunge","Allium macrostemon Bunge","Allium macrostemon Bunge","Allium macrostemon","Allium macrostemon",859,4421,"Amaryllidaceae","","","","","","","","","","1",1,""
793,"Allium","microdictyon","","","Prokh.","","Prokh.","","Allium microdictyon Prokh.","Allium microdictyon Prokh.","Allium microdictyon Prokh.","Allium microdictyon","Allium microdictyon",862,4423,"Amaryllidaceae","","CR","","","","NT","1","Ⅳ","Northern","1",1,""
794,"Allium","ochotense","","","Prokh.","","Prokh.","","Allium ochotense Prokh.","Allium ochotense Prokh.","Allium ochotense Prokh.","Allium ochotense","Allium ochotense",869,4425,"Amaryllidaceae","","","","","","","1","Ⅳ","","1",1,""
795,"Allium","schoenoprasum","","","L.","","L.","","Allium schoenoprasum L.","Allium schoenoprasum L.","Allium schoenoprasum L.","Allium schoenoprasum","Allium schoenoprasum",881,4428,"Amaryllidaceae","","","","","","","","","","",1,""
796,"Allium","scorodoprasum","var.","viviparum","L.","Regel.","Regel.","","Allium scorodoprasum L. var. viviparum Regel.","Allium scorodoprasum var. viviparum Regel.","Allium scorodoprasum var. viviparum Regel.","Allium scorodoprasum var. viviparum","Allium scorodoprasum var. viviparum",886,4430,"Amaryllidaceae","","","","","","","","","","",1,""
797,"Allium","tuberosum","","","Rottler ex Spreng.","","Rottler ex Spreng.","","Allium tuberosum Rottler ex Spreng.","Allium tuberosum Rottler ex Spreng.","Allium tuberosum Rottler ex Spreng.","Allium tuberosum","Allium tuberosum",908,4440,"Amaryllidaceae","","","PIP (CAP)","","","","","","","",1,""
798,"Allium","× wakegii","","","Araki","","Araki","","Allium × wakegii Araki","Allium × wakegii Araki","Allium × wakegii Araki","Allium × wakegii","Allium × wakegii",912,4442,"Amaryllidaceae","","","","","","","","","","",1,""
799,"Clivia","miniata","","","Regel","","Regel","","Clivia miniata Regel","Clivia miniata Regel","Clivia miniata Regel","Clivia miniata","Clivia miniata",4474,4443,"Amaryllidaceae","","","","","","","","","","",1,""
800,"Crinum","japonicum","","","(Baker) L.S.Hannibal","","(Baker) L.S.Hannibal","","Crinum japonicum (Baker) L. S. Hannibal","Crinum japonicum (Baker) L.S.Hannibal","Crinum japonicum (Baker) L.S.Hannibal","Crinum japonicum","Crinum japonicum",5021,4444,"Amaryllidaceae","","EN","","","","","1","Ⅳ","","1",1,""
801,"Crinum","moorei","","","Hook. f.","","Hook. f.","","Crinum moorei Hook. f.","Crinum moorei Hook. f.","Crinum moorei Hook. f.","Crinum moorei","Crinum moorei",5024,4445,"Amaryllidaceae","","","","","","","","","","",1,""
802,"Hippeastrum","puniceum","","","(Lam.) Voss","","(Lam.) Voss","","Hippeastrum puniceum (Lam.) Voss","Hippeastrum puniceum (Lam.) Voss","Hippeastrum puniceum (Lam.) Voss","Hippeastrum puniceum","Hippeastrum puniceum",8453,4446,"Amaryllidaceae","","","","","","","","","","",1,""
803,"Lycoris","radiata","","","(L'Hér.) Herb.","","(L'Hér.) Herb.","","Lycoris radiata (L'Hér.) Herb.","Lycoris radiata (L'Hér.) Herb.","Lycoris radiata (L'Hér.) Herb.","Lycoris radiata","Lycoris radiata",10832,4451,"Amaryllidaceae","","","PIP (CAP)","","","","","","","",1,""
804,"Lycoris","squamigera","","","Maxim.","","Maxim.","","Lycoris squamigera Maxim.","Lycoris squamigera Maxim.","Lycoris squamigera Maxim.","Lycoris squamigera","Lycoris squamigera",10841,4453,"Amaryllidaceae","","","","","","","","","","",1,""
805,"Narcissus","tazetta","subsp.","chinensis","Ker Gawl.","(M.Roem.) Masamura & Yanagih.","(M.Roem.) Masamura & Yanagih.","","Narcissus tazetta Ker Gawl. subsp. chinensis (M.Roem.) Masamura & Yanagih.","Narcissus tazetta subsp. chinensis (M.Roem.) Masamura & Yanagih.","Narcissus tazetta subsp. chinensis (M.Roem.) Masamura & Yanagih.","Narcissus tazetta subsp. chinensis","Narcissus tazetta subsp. chinensis",11703,4455,"Amaryllidaceae","","","","","","","","","","",1,""
806,"Zephyranthes","carinata","","","Herb.","","Herb.","","Zephyranthes carinata Herb.","Zephyranthes carinata Herb.","Zephyranthes carinata Herb.","Zephyranthes carinata","Zephyranthes carinata",17826,4457,"Amaryllidaceae","","","","","","","","","","",1,""
807,"Agave","americana","","","L.","","L.","","Agave americana L.","Agave americana L.","Agave americana L.","Agave americana","Agave americana",671,4458,"Asparagaceae","","","","","","","","","","",1,""
808,"Anemarrhena","asphodeloides","","","Bunge","","Bunge","","Anemarrhena asphodeloides Bunge","Anemarrhena asphodeloides Bunge","Anemarrhena asphodeloides Bunge","Anemarrhena asphodeloides","Anemarrhena asphodeloides",1137,4459,"Asparagaceae","","","","","","","","","","",1,""
809,"Asparagus","officinalis","","","L.","","L.","","Asparagus officinalis L.","Asparagus officinalis L.","Asparagus officinalis L.","Asparagus officinalis","Asparagus officinalis",1691,4463,"Asparagaceae","","","PIP (CAP)","","","","","","","",1,""
810,"Aspidistra","elatior","","","Blume","","Blume","","Aspidistra elatior Blume","Aspidistra elatior Blume","Aspidistra elatior Blume","Aspidistra elatior","Aspidistra elatior",1710,4467,"Asparagaceae","cancel","","","","","","","","","",1,""
811,"Dracaena","fragrans","","","(L.) Ker Gawl.","","(L.) Ker Gawl.","","Dracaena fragrans (L.) Ker Gawl.","Dracaena fragrans (L.) Ker Gawl.","Dracaena fragrans (L.) Ker Gawl.","Dracaena fragrans","Dracaena fragrans",5912,4469,"Asparagaceae","","","","","","","","","","",1,""
812,"Hosta","capitata","","","(Koidz.) Nakai","","(Koidz.) Nakai","","Hosta capitata (Koidz.) Nakai","Hosta capitata (Koidz.) Nakai","Hosta capitata (Koidz.) Nakai","Hosta capitata","Hosta capitata",8512,4470,"Asparagaceae","","","","","","","1","Ⅰ","","1",1,""
813,"Hosta","longipes","","","(Franch. & Sav.) Matsum.","","(Franch. & Sav.) Matsum.","","Hosta longipes (Franch. & Sav.) Matsum.","Hosta longipes (Franch. & Sav.) Matsum.","Hosta longipes (Franch. & Sav.) Matsum.","Hosta longipes","Hosta longipes",8599,4479,"Asparagaceae","","","","","","","","","","1",1,""
814,"Hosta","plantaginea","","","(Lam.) Asch.","","(Lam.) Asch.","","Hosta plantaginea (Lam.) Asch.","Hosta plantaginea (Lam.) Asch.","Hosta plantaginea (Lam.) Asch.","Hosta plantaginea","Hosta plantaginea",8636,4484,"Asparagaceae","","","","","","","","","","",1,""
815,"Hosta","plantaginea","var.","japonica","(Lam.) Asch.","Kikuchi & F.Maek.","Kikuchi & F.Maek.","","Hosta plantaginea (Lam.) Asch. var. japonica Kikuchi & F. Maek.","Hosta plantaginea var. japonica Kikuchi & F.Maek.","Hosta plantaginea var. japonica Kikuchi & F.Maek.","Hosta plantaginea var. japonica","Hosta plantaginea var. japonica",8637,4485,"Asparagaceae","","","","","","","","","","",1,""
816,"Hyacinthus","orientalis","","","L.","","L.","","Hyacinthus orientalis L.","Hyacinthus orientalis L.","Hyacinthus orientalis L.","Hyacinthus orientalis","Hyacinthus orientalis",8735,4490,"Asparagaceae","","","","","","","","","","",1,""
817,"Liriope","platyphylla","","","F.T.Wang & T.Tang","","F.T.Wang & T.Tang","","Liriope platyphylla F. T. Wang & T. Tang","Liriope platyphylla F.T.Wang & T.Tang","Liriope platyphylla F.T.Wang & T.Tang","Liriope platyphylla","Liriope platyphylla",10591,4492,"Asparagaceae","","","","","","","1","","","1",1,""
818,"Ophiopogon","japonicus","","","(L. f.) Ker Gawl.","","(L. f.) Ker Gawl.","","Ophiopogon japonicus (L. f.) Ker Gawl.","Ophiopogon japonicus (L. f.) Ker Gawl.","Ophiopogon japonicus (L. f.) Ker Gawl.","Ophiopogon japonicus","Ophiopogon japonicus",11978,4497,"Asparagaceae","","","","","","","1","Ⅰ","","1",1,""
819,"Polygonatum","falcatum","","","A.Gray","","A.Gray","","Polygonatum falcatum A. Gray","Polygonatum falcatum A.Gray","Polygonatum falcatum A.Gray","Polygonatum falcatum","Polygonatum falcatum",13331,4502,"Asparagaceae","","","","","","","1","Ⅲ","","1",1,""
820,"Polygonatum","odoratum","var.","pluriflorum","(Mill.) Druce","(Miq.) Ohwi","(Miq.) Ohwi","","Polygonatum odoratum (Mill.) Druce var. pluriflorum (Miq.) Ohwi","Polygonatum odoratum var. pluriflorum (Miq.) Ohwi","Polygonatum odoratum var. pluriflorum (Miq.) Ohwi","Polygonatum odoratum var. pluriflorum","Polygonatum odoratum var. pluriflorum",13344,4511,"Asparagaceae","","","","","","","1","","","1",1,""
821,"Polygonatum","sibiricum","","","F.Delaroche","","F.Delaroche","","Polygonatum sibiricum F. Delaroche","Polygonatum sibiricum F.Delaroche","Polygonatum sibiricum F.Delaroche","Polygonatum sibiricum","Polygonatum sibiricum",13351,4515,"Asparagaceae","","","","","","","","","","",1,""
822,"Rohdea","japonica","","","(Thunb.) Roth","","(Thunb.) Roth","","Rohdea japonica (Thunb.) Roth","Rohdea japonica (Thunb.) Roth","Rohdea japonica (Thunb.) Roth","Rohdea japonica","Rohdea japonica",14797,4519,"Asparagaceae","","","PIP (CAP)","","","","","","","",1,""
823,"Yucca","filamentosa","","","L.","","L.","","Yucca filamentosa L.","Yucca filamentosa L.","Yucca filamentosa L.","Yucca filamentosa","Yucca filamentosa",17770,4529,"Asparagaceae","","","PIP (CAP)","","","","","","","",1,""
824,"Yucca","gloriosa","","","L.","","L.","","Yucca gloriosa L.","Yucca gloriosa L.","Yucca gloriosa L.","Yucca gloriosa","Yucca gloriosa",17774,4530,"Asparagaceae","","","","","","","","","","",1,""
825,"Yucca","treculeana","","","Carrière","","Carrière","","Yucca treculeana Carrière","Yucca treculeana Carrière","Yucca treculeana Carrière","Yucca treculeana","Yucca treculeana",20249,4531,"Asparagaceae","","","PIP (CAP)","","","","","","","",1,""
826,"Aloe","vera","","","(L.) Burm. f.","","(L.) Burm. f.","","Aloe vera (L.) Burm. f.","Aloe vera (L.) Burm. f.","Aloe vera (L.) Burm. f.","Aloe vera","Aloe vera",976,4532,"Asphodelaceae","","","","","","","","","","",1,""
827,"Hemerocallis","fulva","","","(L.) L.","","(L.) L.","","Hemerocallis fulva (L.) L.","Hemerocallis fulva (L.) L.","Hemerocallis fulva (L.) L.","Hemerocallis fulva","Hemerocallis fulva",8077,4535,"Asphodelaceae","","","","","","","","","","",1,""
828,"Hemerocallis","fulva","var.","kwanso","(L.) L.","Regel","Regel","","Hemerocallis fulva (L.) L. var. kwanso Regel","Hemerocallis fulva var. kwanso Regel","Hemerocallis fulva var. kwanso Regel","Hemerocallis fulva var. kwanso","Hemerocallis fulva var. kwanso",8078,4536,"Asphodelaceae","","","","","","","","","","",1,""
829,"Crocus","sativus","","","L.","","L.","","Crocus sativus L.","Crocus sativus L.","Crocus sativus L.","Crocus sativus","Crocus sativus",5049,4546,"Iridaceae","","","","","","","","","","",1,""
830,"Gladiolus","× gandavensis","","","Van Houtte","","Van Houtte","","Gladiolus × gandavensis Van Houtte","Gladiolus × gandavensis Van Houtte","Gladiolus × gandavensis Van Houtte","Gladiolus × gandavensis","Gladiolus × gandavensis",7487,4547,"Iridaceae","","","","","","","","","","",1,""
831,"Iris","foetidissima","","","L.","","L.","","Iris foetidissima L.","Iris foetidissima L.","Iris foetidissima L.","Iris foetidissima","Iris foetidissima",9438,4551,"Iridaceae","","","","","","","","","","",1,""
832,"Iris","germanica","","","L.","","L.","","Iris germanica L.","Iris germanica L.","Iris germanica L.","Iris germanica","Iris germanica",9445,4552,"Iridaceae","","","PIP (CAP)","","","","","","","",1,""
833,"Iris","japonica","","","Thunb.","","Thunb.","","Iris japonica Thunb.","Iris japonica Thunb.","Iris japonica Thunb.","Iris japonica","Iris japonica",9457,4553,"Iridaceae","","","","","","","","","","",1,""
834,"Iris","pseudacorus","","","L.","","L.","","Iris pseudacorus L.","Iris pseudacorus L.","Iris pseudacorus L.","Iris pseudacorus","Iris pseudacorus",9497,4564,"Iridaceae","","","PIP (CAP)","","","","","","","",1,"1"
835,"Iris","pumila","","","L.","","L.","","Iris pumila L.","Iris pumila L.","Iris pumila L.","Iris pumila","Iris pumila",9501,4565,"Iridaceae","","","PIP (CAP)","","","","","","","",1,""
836,"Iris","tectorum","","","Maxim.","","Maxim.","","Iris tectorum Maxim.","Iris tectorum Maxim.","Iris tectorum Maxim.","Iris tectorum","Iris tectorum",9567,4577,"Iridaceae","","","","","","","","","","",1,""
837,"Sisyrinchium","patagonicum","","","Phil. ex Baker","","Phil. ex Baker","","Sisyrinchium patagonicum Phil. ex Baker","Sisyrinchium patagonicum Phil. ex Baker","Sisyrinchium patagonicum Phil. ex Baker","Sisyrinchium patagonicum","Sisyrinchium patagonicum",15992,4580,"Iridaceae","","","","","","","","","","",1,""
838,"Cymbidium","goeringii","","","(Rchb. f.) Rchb. f.","","(Rchb. f.) Rchb. f.","","Cymbidium goeringii (Rchb. f.) Rchb. f.","Cymbidium goeringii (Rchb. f.) Rchb. f.","Cymbidium goeringii (Rchb. f.) Rchb. f.","Cymbidium goeringii","Cymbidium goeringii",5202,4610,"Orchidaceae","cancel","","","","","LC","","Ⅰ","","1",1,""
839,"Gastrodia","elata","","","Blume","","Blume","","Gastrodia elata Blume","Gastrodia elata Blume","Gastrodia elata Blume","Gastrodia elata","Gastrodia elata",7276,4643,"Orchidaceae","cancel","VU","","","","LC","","Ⅱ","","1",1,""
840,"Neofinetia","falcata","","","(Thunb.) Hu","","(Thunb.) Hu","","Neofinetia falcata (Thunb.) Hu","Neofinetia falcata (Thunb.) Hu","Neofinetia falcata (Thunb.) Hu","Neofinetia falcata","Neofinetia falcata",11729,4688,"Orchidaceae","Ⅰ","CR","","","","CR","","Ⅴ","","1",1,""
841,"Rhapis","excelsa","","","Henry ex Rehder","","Henry ex Rehder","","Rhapis excelsa Henry ex Rehder","Rhapis excelsa Henry ex Rehder","Rhapis excelsa Henry ex Rehder","Rhapis excelsa","Rhapis excelsa",14353,4723,"Arecaceae","","","","","","","","","","",1,""
842,"Rhapis","humilis","","","Blume","","Blume","","Rhapis humilis Blume","Rhapis humilis Blume","Rhapis humilis Blume","Rhapis humilis","Rhapis humilis",14354,4724,"Arecaceae","","","","","","","","","","",1,""
843,"Trachycarpus","fortunei","","","(Hook.) H.Wendl.","","(Hook.) H.Wendl.","","Trachycarpus fortunei (Hook.) H. Wendl.","Trachycarpus fortunei (Hook.) H.Wendl.","Trachycarpus fortunei (Hook.) H.Wendl.","Trachycarpus fortunei","Trachycarpus fortunei",16865,4725,"Arecaceae","","","PIP (CAP)","","","","","","","",1,""
